TIMESTAMP,wnd_spd,wnd_spd_max,wnd_spd_min,u_star,wnd_dir_sonic
17-11-15 21,0.88444965,0.9627863,0.806113,0.05568858,87.34435
17-11-15 22,0.94437355,0.9906891,0.898058,0.070172405,103.03713
17-11-15 23,0.8514777,0.9461282,0.7568272,0.048949345,136.324
17-12-15 00,1.5294855,1.636526,1.422445,0.17163745,-142.3989
17-12-15 01,1.339415,1.597868,1.080962,0.17563235,-141.6102
17-12-15 02,0.8604133,0.9356728,0.7851538,0.05173049,-9.41965
17-12-15 03,0.92662105,1.062166,0.7910761,0.085842285,-121.4244
17-12-15 04,1.325721,1.481941,1.169501,0.1591221,-129.5764
17-12-15 05,2.0015905,2.103928,1.899253,0.31966375,-127.11125
17-12-15 06,1.6020545,1.829473,1.374636,0.289088,-128.1673
17-12-15 07,1.07936565,1.319587,0.8391443,0.15835745,-40.795025
17-12-15 08,1.3781829,1.92709,0.8292758,0.241551,-22.7329
17-12-15 09,2.069824,2.299335,1.840313,0.3541054,-64.789385
17-12-15 10,2.557125,2.656096,2.458154,0.4757305,-66.44548
17-12-15 11,2.815345,2.992042,2.638648,0.5916471,-60.941635
17-12-15 12,2.817205,2.966636,2.667774,0.50446425,-55.95511
17-12-15 13,2.5368655,2.834324,2.239407,0.4269519,-46.938525
17-12-15 14,2.5259895,2.540748,2.511231,0.46162945,-60.393435
17-12-15 15,1.786399,1.816614,1.756184,0.3016686,-7.217685
17-12-15 16,1.53421715,2.156178,0.9122563,0.21452305,-46.977535
17-12-15 17,2.590214,2.79348,2.386948,0.35447875,-28.44626
17-12-15 18,0.9498597,1.21707,0.6826494,0.07645459,-89.28706
17-12-15 19,1.0100392,1.066834,0.9532444,0.1146138,-149.60085
17-12-15 20,1.1514415,1.217793,1.08509,0.1080307,166.08265
17-12-15 21,1.12079595,1.292201,0.9493909,0.091848385,165.8602
17-12-15 22,1.0719823,1.368732,0.7752326,0.0390133,151.2027
17-12-15 23,1.248114,1.265508,1.23072,0.098656025,165.06975
18-01-15 00,0.56057205,0.5878777,0.5332664,0.04526298,-6.904265
18-01-15 01,1.4067425,1.706529,1.106956,0.063684875,139.0566
18-01-15 02,1.1287955,1.166224,1.091367,0.04745695,148.8626
18-01-15 03,1.3173065,1.450521,1.184092,0.1566081,161.9163
18-01-15 04,1.18278515,1.556698,0.8088723,0.079743835,132.93175
18-01-15 05,0.94410765,1.092062,0.7961533,0.10748364,-29.4337
18-01-15 06,1.3002571,1.775218,0.8252962,0.1635946,148.24355
18-01-15 07,1.578757,1.830611,1.326903,0.23913705,117.7428
18-01-15 08,2.1170285,2.378727,1.85533,0.3848094,142.57985
18-01-15 09,2.173488,2.179836,2.16714,0.42181585,158.8069
18-01-15 10,2.0410235,2.416546,1.665501,0.4207313,26.5716
18-01-15 11,2.8957015,3.033006,2.758397,0.5403461,-122.63335
18-01-15 12,2.855437,2.973975,2.736899,0.6003858,-97.77504
18-01-15 13,2.3864015,2.477356,2.295447,0.4348737,-89.27084
18-01-15 14,2.526465,2.533064,2.519866,0.481668,-107.301445
18-01-15 15,1.939503,2.265099,1.613907,0.40829855,-125.10025
18-01-15 16,2.1624055,2.21727,2.107541,0.43965,-129.684
18-01-15 17,2.1876735,2.201696,2.173651,0.43081745,-127.696
18-01-15 18,1.719916,1.775313,1.664519,0.2876363,-114.12865
18-01-15 19,1.742193,1.826566,1.65782,0.1804334,-133.6512
18-01-15 20,1.9131305,1.97547,1.850791,0.19204455,-140.56015
18-01-15 21,2.0894205,2.101501,2.07734,0.2259773,-139.1827
18-01-15 22,1.9860205,2.006885,1.965156,0.2115005,-137.5525
18-01-15 23,1.8014265,1.902888,1.699965,0.14023505,-143.66745
18-02-15 00,0.6756666,0.7489573,0.6023759,0.10531583,19.21744
18-02-15 01,0.58475435,0.6301324,0.5393763,0.09089692,-90.064519
18-02-15 02,1.2929905,1.299563,1.286418,0.1461001,78.974905
18-02-15 03,1.7233865,1.849307,1.597466,0.2821043,60.64694
18-02-15 04,1.3081644,1.791692,0.8246368,0.168780275,-23.697035
18-02-15 05,1.990073,2.028291,1.951855,0.3408498,24.82643
18-02-15 06,1.5691815,1.74605,1.392313,0.265736,16.681985
18-02-15 07,1.356702,1.560233,1.153171,0.20137705,49.12011
18-02-15 08,1.6511855,2.009735,1.292636,0.27292615,68.873575
18-02-15 09,1.2981135,1.420259,1.175968,0.26999255,69.123745
18-02-15 10,1.4327885,1.646715,1.218862,0.24104145,29.6879
18-02-15 11,1.823705,1.950379,1.697031,0.3018343,11.1305005
18-02-15 12,2.031919,2.16465,1.899188,0.353177,12.792865
18-02-15 13,1.8486215,1.951423,1.74582,0.32262845,37.64752
18-02-15 14,2.0026375,2.120753,1.884522,0.36418635,69.460385
18-02-15 15,1.9247205,1.981312,1.868129,0.36491415,46.903945
18-02-15 16,1.963414,2.20457,1.722258,0.375971,28.63187
18-02-15 17,1.820827,1.876667,1.764987,0.3284551,14.592586
18-02-15 18,1.4266645,1.799215,1.054114,0.23547605,2.489395
18-02-15 19,1.028179,1.037941,1.018417,0.061588355,-78.701555
18-02-15 20,1.4499015,1.649594,1.250209,0.20914765,-89.094635
18-02-15 21,1.3935645,1.522226,1.264903,0.1556231,-73.681705
18-02-15 22,1.1014167,1.397784,0.8050494,0.132536585,-86.458665
18-02-15 23,1.1827105,1.255106,1.110315,0.17200975,-65.342575
18-03-15 00,0.6837587,0.7141448,0.6533726,0.054649665,-151.70065
18-03-15 01,0.9517441,1.086746,0.8167422,0.073023295,76.95918705
18-03-15 02,0.85075295,0.9520664,0.7494395,0.141115,129.23501
18-03-15 03,0.80091505,0.8610003,0.7408298,0.095545475,13.463115
18-03-15 04,1.37418995,1.859337,0.8890429,0.1998533,-146.7905
18-03-15 05,2.0061115,2.150418,1.861805,0.3711378,-128.5852
18-03-15 06,2.107155,2.153158,2.061152,0.4272702,-139.54575
18-03-15 07,2.151839,2.351622,1.952056,0.35027145,-108.038
18-03-15 08,2.15983,2.328422,1.991238,0.39818295,-83.493605
18-03-15 09,2.5247825,2.690464,2.359101,0.4941382,-76.37979
18-03-15 10,2.766956,2.788514,2.745398,0.5203088,-75.062395
18-03-15 11,2.9804025,3.168047,2.792758,0.5229341,-71.47087
18-03-15 12,2.673929,2.944268,2.40359,0.4839753,-55.265305
18-03-15 13,2.558349,2.580741,2.535957,0.455056,-48.10211
18-03-15 14,2.3352935,2.386094,2.284493,0.41772,-34.2558
18-03-15 15,2.204273,2.289721,2.118825,0.3650375,-26.813325
18-03-15 16,1.775012,1.838209,1.711815,0.25369395,-45.583815
18-03-15 17,1.940547,2.235184,1.64591,0.2739259,-54.94655
18-03-15 18,1.214856,1.423435,1.006277,0.1805615,39.17175
18-03-15 19,1.0533232,1.118262,0.9883844,0.19842835,-1.641
18-03-15 20,1.07599745,1.374553,0.7774419,0.1955829,16.99335
18-03-15 21,1.1929195,1.279419,1.10642,0.175714,-165.7781
18-03-15 22,0.87324255,1.101209,0.6452761,0.1544656,-163.41875
18-03-15 23,1.4044445,1.754892,1.053997,0.2517562,-156.66935
18-04-15 00,1.210978,1.255172,1.166784,0.10610632,-160.4438
18-04-15 01,0.89264135,1.013458,0.7718247,0.08598174,5.8754
18-04-15 02,0.61245245,0.6368259,0.588079,0.05701306,-133.55955
18-04-15 03,0.9274206,0.9455959,0.9092453,0.06727078,-158.3234
18-04-15 04,0.9105629,0.9810522,0.8400736,0.1060121,-121.279
18-04-15 05,0.8582995,1.197906,0.518693,0.10106527,-144.8441
18-04-15 06,0.77570225,0.8857973,0.6656072,0.12126815,31.2954
18-04-15 07,2.2258535,2.291076,2.160631,0.35698665,-111.9307
18-04-15 08,2.457999,2.66214,2.253858,0.43832215,-80.842405
18-04-15 09,2.258248,2.650896,1.8656,0.42584455,-62.579835
18-04-15 10,2.70281,2.787709,2.617911,0.51886245,-61.017595
18-04-15 11,2.76411,2.795508,2.732712,0.48209035,-72.68123
18-04-15 12,2.8927275,2.987509,2.797946,0.52106475,-69.07141
18-04-15 13,2.952442,3.228272,2.676612,0.51423785,-46.367705
18-04-15 14,2.657705,2.922583,2.392827,0.42687755,-4.45611
18-04-15 15,1.9196135,1.940497,1.89873,0.3672984,68.55293
18-04-15 16,2.40905,2.670857,2.147243,0.4197082,102.0949
18-04-15 17,1.487024,1.552745,1.421303,0.2781213,105.8768
18-04-15 18,1.2422696,1.763849,0.7206902,0.168344355,-135.3583
18-04-15 19,2.200535,2.360482,2.040588,0.3669397,-121.3946
18-04-15 20,1.3329928,1.850928,0.8150576,0.21881575,-92.45524
18-04-15 21,0.7939636,0.8175879,0.7703393,0.070639165,-123.674695
18-04-15 22,0.74718695,0.7707022,0.7236717,0.040763345,-78.70281
18-04-15 23,0.8708306,0.9782859,0.7633753,0.0720319,136.39865
18-05-15 00,1.8609485,1.969621,1.752276,0.2997444,-124.87855
18-05-15 01,1.996205,2.125703,1.866707,0.28847295,-123.03825
18-05-15 02,2.1714215,2.457908,1.884935,0.3181406,-117.34645
18-05-15 03,2.440775,2.716282,2.165268,0.3695685,-110.6411
18-05-15 04,1.8257195,2.165739,1.4857,0.27820705,-97.87782
18-05-15 05,1.9873625,2.060326,1.914399,0.29201525,-101.10684
18-05-15 06,1.6772265,1.779283,1.57517,0.2339191,-92.54973
18-05-15 07,1.582967,1.806597,1.359337,0.23371975,-71.30345
18-05-15 08,2.596305,2.952921,2.239689,0.41598975,-64.58391
18-05-15 09,3.316138,3.454442,3.177834,0.61161395,-77.97653
18-05-15 10,3.1910985,3.379737,3.00246,0.6120027,-71.968035
18-05-15 11,3.5296015,3.531812,3.527391,0.65093015,-75.736725
18-05-15 12,3.5316655,3.75573,3.307601,0.63894805,-73.94507
18-05-15 13,3.6070015,3.943868,3.270135,0.66031305,-72.249695
18-05-15 14,2.9477795,2.997318,2.898241,0.5503262,-63.37337
18-05-15 15,2.597362,2.613414,2.58131,0.5274347,-95.30838
18-05-15 16,2.594348,2.6508,2.537896,0.5172026,-102.08496
18-05-15 17,2.2009365,2.416296,1.985577,0.4150925,-115.4952
18-05-15 18,2.0146035,2.047763,1.981444,0.31312745,-129.35865
18-05-15 19,1.9318915,1.987728,1.876055,0.2703409,-133.05485
18-05-15 20,1.704199,1.79032,1.618078,0.2202442,-130.89155
18-05-15 21,1.660807,1.6612,1.660414,0.1930013,-118.40745
18-05-15 22,2.012846,2.046466,1.979226,0.2316464,-118.0412
18-05-15 23,2.486593,2.610413,2.362773,0.37400505,-121.66615
18-06-15 00,1.789377,2.127669,1.451085,0.1959137,-122.1487
18-06-15 01,1.757809,1.930813,1.584805,0.2211019,-116.79785
18-06-15 02,2.21216,2.545403,1.878917,0.3267713,-115.53645
18-06-15 03,1.3030975,1.314783,1.291412,0.152713,-115.16535
18-06-15 04,1.531717,1.554733,1.508701,0.1705975,-112.4263
18-06-15 05,1.1142055,1.163199,1.065212,0.11672635,-106.08862
18-06-15 06,1.348261,1.381795,1.314727,0.11684205,-109.34775
18-06-15 07,1.3490545,1.418912,1.279197,0.1534223,-103.9954
18-06-15 08,1.9929985,2.579839,1.406158,0.3475657,-72.398315
18-06-15 09,3.077314,3.646175,2.508453,0.5962097,-60.114215
18-06-15 10,3.5574065,3.646379,3.468434,0.652155,-62.57225
18-06-15 11,3.267467,3.273531,3.261403,0.59517085,-71.55283
18-06-15 12,3.052574,3.232303,2.872845,0.59666335,-71.510895
18-06-15 13,2.7258075,2.754499,2.697116,0.52085845,-76.00075
18-06-15 14,2.718591,3.040715,2.396467,0.54390645,-96.60148
18-06-15 15,2.609092,2.802491,2.415693,0.5079148,-96.50356
18-06-15 16,2.2674425,2.348755,2.18613,0.46076055,-109.04065
18-06-15 17,2.463131,2.603557,2.322705,0.45608895,-117.88545
18-06-15 18,1.5988315,1.655255,1.542408,0.21904815,-126.8824
18-06-15 19,1.8715905,1.879819,1.863362,0.26301125,-125.42475
18-06-15 20,2.441041,2.570536,2.311546,0.3468929,-112.38335
18-06-15 21,2.063618,2.213599,1.913637,0.30507045,-114.93425
18-06-15 22,0.74165205,0.8837261,0.599578,0.083717605,14.1669
18-06-15 23,0.45506145,0.5421628,0.3679601,0.03147406,-79.344038
18-07-15 00,1.9989855,2.090495,1.907476,0.2546745,-109.7835
18-07-15 01,1.440674,1.497079,1.384269,0.1372752,-125.8884
18-07-15 02,2.0813985,2.133552,2.029245,0.21947455,-116.95755
18-07-15 03,2.168755,2.361424,1.976086,0.2574127,-115.99355
18-07-15 04,2.4325935,2.50275,2.362437,0.34215485,-109.4367
18-07-15 05,2.600297,2.674142,2.526452,0.40539705,-104.597
18-07-15 06,2.712097,2.763508,2.660686,0.42288145,-94.85524
18-07-15 07,2.766534,2.845227,2.687841,0.49725955,-92.830015
18-07-15 08,3.429456,3.499318,3.359594,0.6744025,-74.550675
18-07-15 09,4.6290485,4.807441,4.450656,0.73698845,-56.10643
18-07-15 10,4.5009125,4.555859,4.445966,0.8284363,-63.5159
18-07-15 11,4.6636265,4.986611,4.340642,0.80001045,-54.771175
18-07-15 12,3.8007095,3.908695,3.692724,0.66480635,-57.063535
18-07-15 13,3.747857,4.139379,3.356335,0.7059061,-71.367295
18-07-15 14,3.9354475,4.253695,3.6172,0.72164115,-56.676785
18-07-15 15,3.873385,4.016069,3.730701,0.76662735,-67.862795
18-07-15 16,3.9999,4.068611,3.931189,0.7835677,-67.50789
18-07-15 17,2.5282165,2.650253,2.40618,0.4660518,-73.84053
18-07-15 18,1.8439785,1.980374,1.707583,0.21517575,-110.09545
18-07-15 19,2.0222565,2.024483,2.02003,0.2645965,-123.20565
18-07-15 20,2.476614,2.536821,2.416407,0.3261828,-115.394
18-07-15 21,2.4725345,2.509397,2.435672,0.3924142,-105.1741
18-07-15 22,2.4504315,2.483766,2.417097,0.41777555,-98.806125
18-07-15 23,1.9072455,2.060662,1.753829,0.28030045,-103.767
18-08-15 00,1.7621765,1.903254,1.621099,0.2177732,-102.1402
18-08-15 01,0.90973075,0.9754948,0.8439667,0.12979115,-109.847815
18-08-15 02,1.5930095,1.638399,1.54762,0.1646356,-98.358945
18-08-15 03,2.3222455,2.965845,1.678646,0.3423324,-109.09875
18-08-15 04,2.6339435,2.693884,2.574003,0.4148132,-103.2692
18-08-15 05,2.6155475,2.652476,2.578619,0.40934255,-105.60255
18-08-15 06,2.398859,2.695211,2.102507,0.37348085,-111.06885
18-08-15 07,1.6248345,1.647224,1.602445,0.25410645,-75.4713
18-08-15 08,1.9921995,2.41776,1.566639,0.3637168,-65.811245
18-08-15 09,3.7747825,3.801838,3.747727,0.6977676,-66.924
18-08-15 10,3.818034,3.840335,3.795733,0.73201555,-63.91519
18-08-15 11,3.622899,3.686061,3.559737,0.68723995,-62.22853
18-08-15 12,3.291292,3.50206,3.080524,0.5674275,-53.22426
18-08-15 13,3.3282265,3.506639,3.149814,0.5699628,-57.54674
18-08-15 14,2.6005155,2.709877,2.491154,0.48353765,-67.23326
18-08-15 15,3.0053095,3.068175,2.942444,0.5329441,-68.92923
18-08-15 16,2.292063,2.612108,1.972018,0.4518762,-68.802915
18-08-15 17,2.391453,2.413884,2.369022,0.45483095,-71.321305
18-08-15 18,1.6760585,1.797983,1.554134,0.195652,-110.1046
18-08-15 19,1.588602,1.589046,1.588158,0.12658015,-128.2605
18-08-15 20,1.6587735,1.683662,1.633885,0.14089135,-126.24
18-08-15 21,1.0848869,1.394662,0.7751118,0.10657138,-4.3048
18-08-15 22,1.321626,1.339517,1.303735,0.114472735,-142.4685
18-08-15 23,1.139079,1.17251,1.105648,0.06642375,-148.6919
18-09-15 00,1.930293,1.997745,1.862841,0.20120245,-110.98075
18-09-15 01,1.767488,1.93562,1.599356,0.1943037,-111.69125
18-09-15 02,0.922386,0.9270243,0.9177477,0.05873362,-118.6595
18-09-15 03,1.266262,1.467606,1.064918,0.072093355,-116.98895
18-09-15 04,1.634357,1.670745,1.597969,0.1130174,-116.4581
18-09-15 05,1.8921735,1.98779,1.796557,0.18824915,-119.5043
18-09-15 06,0.98553955,1.24068,0.7303991,0.074198655,-122.1791
18-09-15 07,2.00281,2.200305,1.805315,0.2459624,-103.86213
18-09-15 08,2.9526325,3.110478,2.794787,0.473536,-56.896785
18-09-15 09,3.3731255,3.41074,3.335511,0.65771185,-60.2964
18-09-15 10,3.700293,3.83824,3.562346,0.65530175,-56.781875
18-09-15 11,3.87839,4.295011,3.461769,0.68430835,-69.91193
18-09-15 12,3.3962345,3.623597,3.168872,0.6300382,-80.64595
18-09-15 13,2.86576,3.051488,2.680032,0.59778965,-88.339095
18-09-15 14,3.2063005,3.284598,3.128003,0.58794445,-81.342955
18-09-15 15,3.387082,3.405354,3.36881,0.6781678,-77.94429
18-09-15 16,3.7415675,3.772446,3.710689,0.65851585,-93.5993
18-09-15 17,3.2030095,3.459496,2.946523,0.59295825,-94.02521
18-09-15 18,2.1353045,2.326622,1.943987,0.31264695,-106.213415
18-09-15 19,2.123151,2.123448,2.122854,0.24034425,-116.2664
18-09-15 20,1.8611005,1.956686,1.765515,0.19118425,-112.7458
18-09-15 21,1.9993755,2.016243,1.982508,0.2190969,-108.13985
18-09-15 22,1.880488,1.924062,1.836914,0.19321455,-108.85295
18-09-15 23,1.7767895,1.821386,1.732193,0.1636618,-122.8697
18-10-15 00,1.7881735,1.83449,1.741857,0.17356705,-138.69455
18-10-15 01,1.1365055,1.203965,1.069046,0.08134046,-133.5749
18-10-15 02,1.231285,1.241948,1.220622,0.063631635,-137.5977
18-10-15 03,1.1228575,1.194806,1.050909,0.05606139,-135.7192
18-10-15 04,0.74204165,0.7816865,0.7023968,0.05900672,-129.1969
18-10-15 05,1.31421155,1.77621,0.8522131,0.14945725,-140.5561
18-10-15 06,1.8685805,2.264207,1.472954,0.208715885,-107.076615
18-10-15 07,1.845497,2.295571,1.395423,0.32491455,-57.04138
18-10-15 08,2.581705,3.111687,2.051723,0.4709557,-42.18088
18-10-15 09,3.1437945,3.304167,2.983422,0.5412468,-43.72406
18-10-15 10,4.177372,4.260885,4.093859,0.68556,-37.553485
18-10-15 11,3.521554,3.581507,3.461601,0.60591425,-52.26866
18-10-15 12,3.7122105,3.760197,3.664224,0.73163535,-73.596805
18-10-15 13,3.56365,4.017484,3.109816,0.6746909,-70.21173
18-10-15 14,3.974325,3.993492,3.955158,0.7648529,-76.317645
18-10-15 15,3.530141,3.74372,3.316562,0.65413005,-77.035405
18-10-15 16,3.4042735,3.444572,3.363975,0.61989875,-98.60275
18-10-15 17,2.9824445,3.231904,2.732985,0.5086838,-97.7232
18-10-15 18,1.8867645,2.033901,1.739628,0.2485639,-106.427445
18-10-15 19,1.886739,1.914802,1.858676,0.17974095,-118.00825
18-10-15 20,2.0452515,2.05739,2.033113,0.20516045,-115.16675
18-10-15 21,1.982976,2.060308,1.905644,0.20126465,-107.86455
18-10-15 22,1.7159255,1.888093,1.543758,0.1747793,-109.4341
18-10-15 23,0.87983455,1.100661,0.6590081,0.074313235,-111.6548
18-11-15 00,0.9955604,1.128838,0.8622828,0.06157394,88.970125
18-11-15 01,1.01809975,1.213523,0.8226765,0.10666102,121.2119
18-11-15 02,1.0624075,1.099391,1.025424,0.15521445,138.559
18-11-15 03,0.7783479,0.819279,0.7374168,0.070118385,113.7666
18-11-15 04,0.96965065,0.973372,0.9659293,0.05713493,133.41715
18-11-15 05,0.6084985,0.6932582,0.5237388,0.066269795,-173.0622
18-11-15 06,1.852813,2.057353,1.648273,0.3142442,-156.9393
18-11-15 07,2.7098555,2.945596,2.474115,0.50719155,-138.5819
18-11-15 08,2.8953785,3.01841,2.772347,0.535238,-114.44965
18-11-15 09,3.0747125,3.166563,2.982862,0.62036045,-113.0282
18-11-15 10,2.2511585,2.455471,2.046846,0.42916115,-82.51103
18-11-15 11,2.0498925,2.141283,1.958502,0.35459415,-43.890515
18-11-15 12,1.9836665,2.132622,1.834711,0.3529638,-66.569655
18-11-15 13,1.865322,1.908081,1.822563,0.33893275,-21.33075
18-11-15 14,2.590599,2.973721,2.207477,0.5150258,21.247615
18-11-15 16,1.987036,2.301791,1.672281,0.202879,-88.56958
18-11-15 17,1.2757645,1.343655,1.207874,0.1924734,24.112519
18-11-15 18,1.195433,1.291447,1.099419,0.154243,40.85374
18-11-15 19,0.4582844,0.4664156,0.4501532,0.045171505,6.195395
18-11-15 20,0.83112525,0.9950498,0.6672007,0.06182773,38.187518
18-11-15 21,0.960387,1.028778,0.891996,0.082573325,102.32288
18-11-15 22,1.0193145,1.057501,0.981128,0.043030255,126.8294
18-11-15 23,0.6269991,0.6987235,0.5552747,0.04388727,126.66455
18-12-15 00,1.203628,1.255001,1.152255,0.10932795,-0.5428
18-12-15 01,1.558835,1.851351,1.266319,0.17102965,166.31505
18-12-15 02,1.810549,1.916521,1.704577,0.269519,60.00543
18-12-15 03,3.072057,3.28756,2.856554,0.50040495,-14.529575
18-12-15 04,1.5798185,1.89472,1.264917,0.1897432,98.087555
18-12-15 05,1.470078,1.535594,1.404562,0.1429064,163.1997
18-12-15 06,1.32666975,1.717993,0.9353465,0.12268291,24.59021
18-12-15 07,1.0334077,1.178426,0.8883894,0.1622689,126.8059
18-12-15 08,0.8852758,0.9723806,0.798171,0.2279136,-7.55185
18-12-15 09,1.02106505,1.171721,0.8704091,0.2007254,-23.25837795
18-12-15 10,0.99137185,1.259628,0.7231157,0.2096191,61.981985
18-12-15 11,1.446531,1.823339,1.069723,0.1905972,82.96744
18-12-15 12,1.8653565,2.364961,1.365752,0.2707901,20.68539
18-12-15 13,2.808842,3.284585,2.333099,0.3997972,-27.61534
18-12-15 14,1.546888,1.569834,1.523942,0.29986165,5.185555
18-12-15 15,2.5437365,3.657659,1.429814,0.4024158,-30.0399891
18-12-15 16,1.7803575,2.042066,1.518649,0.22666065,-118.6661
18-12-15 17,1.381602,1.608437,1.154767,0.15238545,93.949015
18-12-15 18,1.536353,1.557644,1.515062,0.1549042,118.39695
18-12-15 19,1.298269,1.321463,1.275075,0.06268699,137.0709
18-12-15 20,1.479723,1.493525,1.465921,0.091082985,139.2288
18-12-15 21,1.5720735,1.638617,1.50553,0.12537475,146.8298
18-12-15 22,1.4865065,1.598603,1.37441,0.0781122,154.09545
18-12-15 23,1.426126,1.436711,1.415541,0.058477995,157.9368
19-01-15 00,1.325014,1.44862,1.201408,0.13325512,120.1369
19-01-15 01,1.419236,1.588666,1.249806,0.052193685,147.5501
19-01-15 02,0.76312705,0.926914,0.5993401,0.04206272,-175.00995
19-01-15 03,1.01535615,1.101887,0.9288253,0.056675705,-154.2429
19-01-15 04,0.88017405,1.045017,0.7153311,0.040555475,-148.9237
19-01-15 05,0.7439188,0.8743356,0.613502,0.04112119,-162.946
19-01-15 06,0.88849605,1.025146,0.7518461,0.071362555,-160.96515
19-01-15 07,1.0056308,1.046547,0.9647146,0.106466435,-102.37602
19-01-15 08,1.8578045,1.97313,1.742479,0.38421735,-141.35395
19-01-15 09,3.4964795,3.830065,3.162894,0.6395001,-102.913175
19-01-15 10,3.3595925,3.533944,3.185241,0.61289015,-84.94899
19-01-15 11,3.4234125,3.51688,3.329945,0.62703885,-76.21132
19-01-15 12,3.207563,3.271892,3.143234,0.6371292,-79.85736
19-01-15 13,2.9947565,3.290177,2.699336,0.62625805,-100.97667
19-01-15 14,2.877405,2.940406,2.814404,0.49135325,-99.26938
19-01-15 15,2.2304345,2.425425,2.035444,0.489656,-112.3384
19-01-15 16,2.3120765,2.600921,2.023232,0.4465168,-119.89085
19-01-15 17,2.7525505,3.024458,2.480643,0.4595185,-117.61395
19-01-15 18,2.135811,2.258029,2.013593,0.2986775,-112.0015
19-01-15 19,1.897854,2.019998,1.77571,0.2019068,-120.5429
19-01-15 20,2.1329195,2.209572,2.056267,0.2435328,-124.8227
19-01-15 21,1.8671595,1.974867,1.759452,0.20507845,-133.14415
19-01-15 22,2.2297965,2.312592,2.147001,0.26518255,-126.063
19-01-15 23,1.8918055,1.967321,1.81629,0.21102035,-131.36135
19-02-15 00,0.9147441,1.130355,0.6991332,0.114619005,-49.850235
19-02-15 01,0.7090116,0.7721512,0.645872,0.064383175,-17.90753
19-02-15 02,1.446974,1.508727,1.385221,0.21355575,-60.812305
19-02-15 03,1.520493,1.541548,1.499438,0.2158732,-78.55235
19-02-15 04,1.17609715,1.505233,0.8469613,0.1294321,-65.27536
19-02-15 05,0.5485689,0.5766572,0.5204806,0.047077555,-43.10907
19-02-15 06,0.80714655,0.9970992,0.6171939,0.071182395,-93.58785
19-02-15 07,1.5495385,1.703986,1.395091,0.2353736,-104.7263
19-02-15 08,2.2505485,2.493034,2.008063,0.4103226,-77.236405
19-02-15 09,2.383004,2.400977,2.365031,0.4233891,-48.4418
19-02-15 10,2.67821,2.860225,2.496195,0.38090355,-20.33031
19-02-15 11,2.3211945,2.397913,2.244476,0.3321923,-16.26056
19-02-15 12,2.543542,2.59751,2.489574,0.41320685,-40.1526
19-02-15 13,2.433508,2.669775,2.197241,0.42204655,11.705982
19-02-15 14,2.382108,2.629305,2.134911,0.43592225,15.717424
19-02-15 15,2.3027775,2.464714,2.140841,0.4168451,3.93988
19-02-15 16,2.6269085,2.646205,2.607612,0.43100215,-5.7656555
19-02-15 17,2.5001045,2.674851,2.325358,0.45156885,27.623585
19-02-15 18,1.32004625,1.755707,0.8843855,0.20580245,18.49354
19-02-15 19,0.52585725,0.7134402,0.3382743,0.06790036,33.22342
19-02-15 20,0.8906186,0.9187932,0.862444,0.057725865,-31.544635
19-02-15 21,1.3329395,1.349864,1.316015,0.1654228,-72.989365
19-02-15 22,1.793558,2.063611,1.523505,0.2688862,-69.34555
19-02-15 23,1.9322105,1.932951,1.93147,0.30822655,-63.770505
19-03-15 00,1.2938761,1.695152,0.8926002,0.23347395,-169.72575
19-03-15 01,0.47711505,0.5028003,0.4514298,0.093723115,75.708945
19-03-15 02,0.62883745,0.6556652,0.6020097,0.1382051,-147.41555
19-03-15 03,0.6795918,0.7404242,0.6187594,0.1445913,13.8098
19-03-15 04,0.6459971,0.7013335,0.5906607,0.1216761,-163.73775
19-03-15 05,0.5511012,0.6188195,0.4833829,0.06187192,-145.96095
19-03-15 06,0.8516913,1.072642,0.6307406,0.111357285,-95.336135
19-03-15 07,1.628712,1.797853,1.459571,0.2563727,-90.19188
19-03-15 08,0.9851607,1.086887,0.8834344,0.1774691,-65.30255
19-03-15 09,1.330782,1.597327,1.064237,0.22091505,-54.110005
19-03-15 10,1.899559,2.355464,1.443654,0.3458702,-97.834235
19-03-15 11,2.622024,2.816908,2.42714,0.46621275,-80.18111
19-03-15 12,2.7978475,2.871483,2.724212,0.46132505,-73.811735
19-03-15 13,2.348803,2.36136,2.336246,0.42557635,-72.40474
19-03-15 14,2.1854775,2.596272,1.774683,0.36942065,-90.68491
19-03-15 15,1.0024253,1.23654,0.7683106,0.1380844,18.62902
19-03-15 16,0.92925215,0.9577241,0.9007802,0.19678255,94.728655
19-03-15 17,0.8330559,0.8674617,0.7986501,0.11199985,10.804969
19-03-15 18,1.602281,1.946679,1.257883,0.22443895,-9.612509
19-03-15 19,1.630921,2.179809,1.082033,0.3220791,66.379875
19-03-15 20,0.6986406,0.9091485,0.4881327,0.083539515,127.3259
19-03-15 21,0.6107433,0.6449876,0.576499,0.044840905,-136.08265
19-03-15 22,0.7277223,0.8588524,0.5965922,0.06008911,-144.84905
19-03-15 23,1.192704,1.360659,1.024749,0.109511815,-116.5174
19-04-15 00,0.8503037,1.0244,0.6762074,0.07414384,-7.5556
19-04-15 01,0.9353144,1.054062,0.8165668,0.089623055,33.48984
19-04-15 02,0.6756016,0.8734435,0.4777597,0.045037005,-11.19005
19-04-15 03,0.60108775,0.7673345,0.434841,0.027634795,156.8844
19-04-15 04,0.60267675,0.6770561,0.5282974,0.02618956,97.739985
